2025-11-27 14:50:13,472 - mock_server - DEBUG - base_module.py:25 - BaseModule initialized with step=0.5
2025-11-27 14:50:13,473 - mock_server - INFO - cylindrical_tank.py:60 - CylindricalTank initialized: height=2.0, radius=0.5, initial_level=0.0
2025-11-27 14:50:13,473 - mock_server - DEBUG - base_module.py:25 - BaseModule initialized with step=0.5
2025-11-27 14:50:13,473 - mock_server - INFO - valve.py:60 - Valve initialized: range=[0.0, 100.0], full_travel_time=5.0s
2025-11-27 14:50:13,473 - mock_server - DEBUG - base_algorithm.py:38 - BaseAlgorithm 'PID' initialized
2025-11-27 14:50:13,473 - mock_server - INFO - pid.py:98 - PID 'PID' initialized: kp=12.0, ti=30.0s, td=0.15s, output_range=[0.0, 100.0], sample_time=0.5s
2025-11-27 14:50:13,604 - mock_server - INFO - clock.py:33 - Clock initialized with cycle_time=0.5s
2025-11-27 14:50:13,604 - mock_server - INFO - clock.py:40 - Clock started
2025-11-27 14:50:13,604 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=0.0000, sv=0.0000, error=0.0000, mv=0.0000
2025-11-27 14:50:13,756 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5768, sv=1.5000, error=-0.0768, mv=0.7480
2025-11-27 14:50:13,756 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.7480, current_opening=0.7480, change=0.017029
2025-11-27 14:50:13,757 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.7480, level=1.5742, inlet_flow=0.001346, outlet_flow=0.005562
2025-11-27 14:50:13,757 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5742, sv=1.5000, error=-0.0742, mv=0.7653
2025-11-27 14:50:13,757 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.7653, current_opening=0.7653, change=0.017294
2025-11-27 14:50:13,757 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.7653, level=1.5715, inlet_flow=0.001378, outlet_flow=0.005557
2025-11-27 14:50:13,757 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5715, sv=1.5000, error=-0.0715, mv=0.7828
2025-11-27 14:50:13,757 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.7828, current_opening=0.7828, change=0.017552
2025-11-27 14:50:13,757 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.7828, level=1.5689, inlet_flow=0.001409, outlet_flow=0.005553
2025-11-27 14:50:13,757 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5689, sv=1.5000, error=-0.0689, mv=0.8006
2025-11-27 14:50:13,757 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.8006, current_opening=0.8006, change=0.017801
2025-11-27 14:50:13,757 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.8006, level=1.5662, inlet_flow=0.001441, outlet_flow=0.005548
2025-11-27 14:50:13,757 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5662, sv=1.5000, error=-0.0662, mv=0.8187
2025-11-27 14:50:13,757 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.8187, current_opening=0.8187, change=0.018043
2025-11-27 14:50:13,757 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.8187, level=1.5636, inlet_flow=0.001474, outlet_flow=0.005543
2025-11-27 14:50:13,757 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5636, sv=1.5000, error=-0.0636, mv=0.8370
2025-11-27 14:50:13,757 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.8370, current_opening=0.8370, change=0.018276
2025-11-27 14:50:13,757 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.8370, level=1.5611, inlet_flow=0.001507, outlet_flow=0.005539
2025-11-27 14:50:13,758 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5611, sv=1.5000, error=-0.0611, mv=0.8555
2025-11-27 14:50:13,758 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.8555, current_opening=0.8555, change=0.018503
2025-11-27 14:50:13,758 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.8555, level=1.5585, inlet_flow=0.001540, outlet_flow=0.005534
2025-11-27 14:50:13,758 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5585, sv=1.5000, error=-0.0585, mv=0.8742
2025-11-27 14:50:13,758 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.8742, current_opening=0.8742, change=0.018721
2025-11-27 14:50:13,759 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.8742, level=1.5560, inlet_flow=0.001574, outlet_flow=0.005530
2025-11-27 14:50:13,759 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5560, sv=1.5000, error=-0.0560, mv=0.8931
2025-11-27 14:50:13,759 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.8931, current_opening=0.8931, change=0.018932
2025-11-27 14:50:13,759 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.8931, level=1.5535, inlet_flow=0.001608, outlet_flow=0.005525
2025-11-27 14:50:13,759 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5535, sv=1.5000, error=-0.0535, mv=0.9123
2025-11-27 14:50:13,759 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.9123, current_opening=0.9123, change=0.019136
2025-11-27 14:50:13,759 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.9123, level=1.5511, inlet_flow=0.001642, outlet_flow=0.005521
2025-11-27 14:50:13,759 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5511, sv=1.5000, error=-0.0511, mv=0.9316
2025-11-27 14:50:13,759 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.9316, current_opening=0.9316, change=0.019332
2025-11-27 14:50:13,759 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.9316, level=1.5486, inlet_flow=0.001677, outlet_flow=0.005516
2025-11-27 14:50:13,759 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5486, sv=1.5000, error=-0.0486, mv=0.9511
2025-11-27 14:50:13,759 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.9511, current_opening=0.9511, change=0.019521
2025-11-27 14:50:13,759 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.9511, level=1.5462, inlet_flow=0.001712, outlet_flow=0.005512
2025-11-27 14:50:13,759 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5462, sv=1.5000, error=-0.0462, mv=0.9708
2025-11-27 14:50:13,759 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.9708, current_opening=0.9708, change=0.019702
2025-11-27 14:50:13,759 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.9708, level=1.5438, inlet_flow=0.001747, outlet_flow=0.005508
2025-11-27 14:50:13,759 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5438, sv=1.5000, error=-0.0438, mv=0.9907
2025-11-27 14:50:13,759 - mock_server - DEBUG - valve.py:123 - Valve execute: target=0.9907, current_opening=0.9907, change=0.019876
2025-11-27 14:50:13,759 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=0.9907, level=1.5414, inlet_flow=0.001783, outlet_flow=0.005504
2025-11-27 14:50:13,759 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5414, sv=1.5000, error=-0.0414, mv=1.0107
2025-11-27 14:50:13,759 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.0107, current_opening=1.0107, change=0.020044
2025-11-27 14:50:13,759 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.0107, level=1.5391, inlet_flow=0.001819, outlet_flow=0.005499
2025-11-27 14:50:13,759 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5391, sv=1.5000, error=-0.0391, mv=1.0309
2025-11-27 14:50:13,759 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.0309, current_opening=1.0309, change=0.020204
2025-11-27 14:50:13,759 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.0309, level=1.5368, inlet_flow=0.001856, outlet_flow=0.005495
2025-11-27 14:50:13,760 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5368, sv=1.5000, error=-0.0368, mv=1.0513
2025-11-27 14:50:13,760 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.0513, current_opening=1.0513, change=0.020357
2025-11-27 14:50:13,760 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.0513, level=1.5345, inlet_flow=0.001892, outlet_flow=0.005491
2025-11-27 14:50:13,760 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5345, sv=1.5000, error=-0.0345, mv=1.0718
2025-11-27 14:50:13,760 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.0718, current_opening=1.0718, change=0.020503
2025-11-27 14:50:13,760 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.0718, level=1.5322, inlet_flow=0.001929, outlet_flow=0.005487
2025-11-27 14:50:13,760 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5322, sv=1.5000, error=-0.0322, mv=1.0924
2025-11-27 14:50:13,760 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.0924, current_opening=1.0924, change=0.020642
2025-11-27 14:50:13,760 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.0924, level=1.5300, inlet_flow=0.001966, outlet_flow=0.005483
2025-11-27 14:50:13,760 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5300, sv=1.5000, error=-0.0300, mv=1.1132
2025-11-27 14:50:13,760 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.1132, current_opening=1.1132, change=0.020775
2025-11-27 14:50:13,760 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.1132, level=1.5278, inlet_flow=0.002004, outlet_flow=0.005479
2025-11-27 14:50:13,760 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5278, sv=1.5000, error=-0.0278, mv=1.1341
2025-11-27 14:50:13,760 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.1341, current_opening=1.1341, change=0.020900
2025-11-27 14:50:13,760 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.1341, level=1.5256, inlet_flow=0.002041, outlet_flow=0.005475
2025-11-27 14:50:13,760 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5256, sv=1.5000, error=-0.0256, mv=1.1551
2025-11-27 14:50:13,760 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.1551, current_opening=1.1551, change=0.021019
2025-11-27 14:50:13,760 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.1551, level=1.5234, inlet_flow=0.002079, outlet_flow=0.005471
2025-11-27 14:50:13,760 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5234, sv=1.5000, error=-0.0234, mv=1.1763
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.1763, current_opening=1.1763, change=0.021132
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.1763, level=1.5213, inlet_flow=0.002117, outlet_flow=0.005467
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5213, sv=1.5000, error=-0.0213, mv=1.1975
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.1975, current_opening=1.1975, change=0.021238
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.1975, level=1.5192, inlet_flow=0.002156, outlet_flow=0.005463
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5192, sv=1.5000, error=-0.0192, mv=1.2188
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.2188, current_opening=1.2188, change=0.021337
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.2188, level=1.5171, inlet_flow=0.002194, outlet_flow=0.005460
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5171, sv=1.5000, error=-0.0171, mv=1.2403
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.2403, current_opening=1.2403, change=0.021431
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.2403, level=1.5150, inlet_flow=0.002232, outlet_flow=0.005456
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5150, sv=1.5000, error=-0.0150, mv=1.2618
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.2618, current_opening=1.2618, change=0.021518
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.2618, level=1.5130, inlet_flow=0.002271, outlet_flow=0.005452
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5130, sv=1.5000, error=-0.0130, mv=1.2834
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.2834, current_opening=1.2834, change=0.021598
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.2834, level=1.5110, inlet_flow=0.002310, outlet_flow=0.005448
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5110, sv=1.5000, error=-0.0110, mv=1.3051
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.3051, current_opening=1.3051, change=0.021673
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.3051, level=1.5091, inlet_flow=0.002349, outlet_flow=0.005445
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5091, sv=1.5000, error=-0.0091, mv=1.3268
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.3268, current_opening=1.3268, change=0.021741
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.3268, level=1.5071, inlet_flow=0.002388, outlet_flow=0.005441
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5071, sv=1.5000, error=-0.0071, mv=1.3486
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.3486, current_opening=1.3486, change=0.021804
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.3486, level=1.5052, inlet_flow=0.002427, outlet_flow=0.005438
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5052, sv=1.5000, error=-0.0052, mv=1.3705
2025-11-27 14:50:13,761 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.3705, current_opening=1.3705, change=0.021860
2025-11-27 14:50:13,761 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.3705, level=1.5033, inlet_flow=0.002467, outlet_flow=0.005434
2025-11-27 14:50:13,761 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5033, sv=1.5000, error=-0.0033, mv=1.3924
2025-11-27 14:50:13,762 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.3924, current_opening=1.3924, change=0.021911
2025-11-27 14:50:13,762 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.3924, level=1.5014, inlet_flow=0.002506, outlet_flow=0.005431
2025-11-27 14:50:13,762 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.5014, sv=1.5000, error=-0.0014, mv=1.4143
2025-11-27 14:50:13,762 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.4143, current_opening=1.4143, change=0.021956
2025-11-27 14:50:13,762 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.4143, level=1.4996, inlet_flow=0.002546, outlet_flow=0.005428
2025-11-27 14:50:13,762 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4996, sv=1.5000, error=0.0004, mv=1.4363
2025-11-27 14:50:13,762 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.4363, current_opening=1.4363, change=0.021995
2025-11-27 14:50:13,762 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.4363, level=1.4978, inlet_flow=0.002585, outlet_flow=0.005424
2025-11-27 14:50:13,762 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4978, sv=1.5000, error=0.0022, mv=1.4584
2025-11-27 14:50:13,762 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.4584, current_opening=1.4584, change=0.022029
2025-11-27 14:50:13,762 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.4584, level=1.4960, inlet_flow=0.002625, outlet_flow=0.005421
2025-11-27 14:50:13,762 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4960, sv=1.5000, error=0.0040, mv=1.4804
2025-11-27 14:50:13,762 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.4804, current_opening=1.4804, change=0.022057
2025-11-27 14:50:13,762 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.4804, level=1.4943, inlet_flow=0.002665, outlet_flow=0.005418
2025-11-27 14:50:13,762 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4943, sv=1.5000, error=0.0057, mv=1.5025
2025-11-27 14:50:13,762 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.5025, current_opening=1.5025, change=0.022079
2025-11-27 14:50:13,762 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.5025, level=1.4925, inlet_flow=0.002704, outlet_flow=0.005415
2025-11-27 14:50:13,762 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4925, sv=1.5000, error=0.0075, mv=1.5246
2025-11-27 14:50:13,762 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.5246, current_opening=1.5246, change=0.022096
2025-11-27 14:50:13,762 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.5246, level=1.4908, inlet_flow=0.002744, outlet_flow=0.005411
2025-11-27 14:50:13,762 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4908, sv=1.5000, error=0.0092, mv=1.5467
2025-11-27 14:50:13,762 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.5467, current_opening=1.5467, change=0.022108
2025-11-27 14:50:13,762 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.5467, level=1.4892, inlet_flow=0.002784, outlet_flow=0.005408
2025-11-27 14:50:13,762 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4892, sv=1.5000, error=0.0108, mv=1.5688
2025-11-27 14:50:13,762 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.5688, current_opening=1.5688, change=0.022115
2025-11-27 14:50:13,763 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.5688, level=1.4875, inlet_flow=0.002824, outlet_flow=0.005405
2025-11-27 14:50:13,763 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4875, sv=1.5000, error=0.0125, mv=1.5909
2025-11-27 14:50:13,763 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.5909, current_opening=1.5909, change=0.022117
2025-11-27 14:50:13,763 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.5909, level=1.4859, inlet_flow=0.002864, outlet_flow=0.005402
2025-11-27 14:50:13,763 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4859, sv=1.5000, error=0.0141, mv=1.6130
2025-11-27 14:50:13,763 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.6130, current_opening=1.6130, change=0.022113
2025-11-27 14:50:13,763 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.6130, level=1.4843, inlet_flow=0.002903, outlet_flow=0.005399
2025-11-27 14:50:13,763 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4843, sv=1.5000, error=0.0157, mv=1.6351
2025-11-27 14:50:13,763 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.6351, current_opening=1.6351, change=0.022104
2025-11-27 14:50:13,763 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.6351, level=1.4828, inlet_flow=0.002943, outlet_flow=0.005397
2025-11-27 14:50:13,764 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4828, sv=1.5000, error=0.0172, mv=1.6572
2025-11-27 14:50:13,764 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.6572, current_opening=1.6572, change=0.022091
2025-11-27 14:50:13,764 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.6572, level=1.4812, inlet_flow=0.002983, outlet_flow=0.005394
2025-11-27 14:50:13,764 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4812, sv=1.5000, error=0.0188, mv=1.6793
2025-11-27 14:50:13,764 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.6793, current_opening=1.6793, change=0.022072
2025-11-27 14:50:13,764 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.6793, level=1.4797, inlet_flow=0.003023, outlet_flow=0.005391
2025-11-27 14:50:13,764 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4797, sv=1.5000, error=0.0203, mv=1.7014
2025-11-27 14:50:13,764 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.7014, current_opening=1.7014, change=0.022049
2025-11-27 14:50:13,764 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.7014, level=1.4782, inlet_flow=0.003062, outlet_flow=0.005388
2025-11-27 14:50:13,765 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4782, sv=1.5000, error=0.0218, mv=1.7234
2025-11-27 14:50:13,765 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.7234, current_opening=1.7234, change=0.022021
2025-11-27 14:50:13,765 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.7234, level=1.4768, inlet_flow=0.003102, outlet_flow=0.005385
2025-11-27 14:50:13,765 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4768, sv=1.5000, error=0.0232, mv=1.7454
2025-11-27 14:50:13,767 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.7454, current_opening=1.7454, change=0.021989
2025-11-27 14:50:13,767 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.7454, level=1.4754, inlet_flow=0.003142, outlet_flow=0.005383
2025-11-27 14:50:13,767 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4754, sv=1.5000, error=0.0246, mv=1.7673
2025-11-27 14:50:13,768 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.7673, current_opening=1.7673, change=0.021952
2025-11-27 14:50:13,768 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.7673, level=1.4740, inlet_flow=0.003181, outlet_flow=0.005380
2025-11-27 14:50:13,768 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4740, sv=1.5000, error=0.0260, mv=1.7892
2025-11-27 14:50:13,768 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.7892, current_opening=1.7892, change=0.021911
2025-11-27 14:50:13,768 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.7892, level=1.4726, inlet_flow=0.003221, outlet_flow=0.005378
2025-11-27 14:50:13,768 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4726, sv=1.5000, error=0.0274, mv=1.8111
2025-11-27 14:50:13,768 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.8111, current_opening=1.8111, change=0.021865
2025-11-27 14:50:13,768 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.8111, level=1.4712, inlet_flow=0.003260, outlet_flow=0.005375
2025-11-27 14:50:13,768 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4712, sv=1.5000, error=0.0288, mv=1.8329
2025-11-27 14:50:13,768 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.8329, current_opening=1.8329, change=0.021814
2025-11-27 14:50:13,769 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.8329, level=1.4699, inlet_flow=0.003299, outlet_flow=0.005373
2025-11-27 14:50:13,769 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4699, sv=1.5000, error=0.0301, mv=1.8547
2025-11-27 14:50:13,769 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.8547, current_opening=1.8547, change=0.021760
2025-11-27 14:50:13,769 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.8547, level=1.4686, inlet_flow=0.003338, outlet_flow=0.005370
2025-11-27 14:50:13,769 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4686, sv=1.5000, error=0.0314, mv=1.8764
2025-11-27 14:50:13,769 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.8764, current_opening=1.8764, change=0.021701
2025-11-27 14:50:13,769 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.8764, level=1.4674, inlet_flow=0.003377, outlet_flow=0.005368
2025-11-27 14:50:13,769 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4674, sv=1.5000, error=0.0326, mv=1.8980
2025-11-27 14:50:13,769 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.8980, current_opening=1.8980, change=0.021639
2025-11-27 14:50:13,769 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.8980, level=1.4661, inlet_flow=0.003416, outlet_flow=0.005366
2025-11-27 14:50:13,769 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4661, sv=1.5000, error=0.0339, mv=1.9196
2025-11-27 14:50:13,769 - mock_server - DEBUG - valve.py:123 - Valve execute: target=1.9196, current_opening=1.9196, change=0.021572
2025-11-27 14:50:13,769 - mock_server - DEBUG - cylindrical_tank.py:117 - CylindricalTank execute: valve_opening=1.9196, level=1.4649, inlet_flow=0.003455, outlet_flow=0.005363
2025-11-27 14:50:13,769 - mock_server - DEBUG - pid.py:212 - PID 'PID' execute: pv=1.4649, sv=1.5000, error=0.0351, mv=1.9411
